Agent	Network	Start_Date	End_Date	Percent_Complete	Name	Lat(dec_deg)	Long(dec_deg)
6507	V7881A	01-Jan-1971	30-Sep-1987	90	Narokorokoyawa Pa063	-17.85	178.117
6267	V6886A	01-Jan-1982	30-Sep-1987	90	Naruwai - Bua Pa047	-16.85	178.667
6317	V6953B	01-Jan-1982	30-Sep-1987	90	Nasarava H/Works P030	-16.533	179.333
6498	V7880A	01-Jan-1971	30-Sep-1987	90	Nasauvere P062	-17.883	178.083
6562	V8802A	01-Apr-1972	30-Sep-1987	90	Naseuvou P079	-18	178.217
6276	V6897B	01-Jan-1982	30-Sep-1987	90	Nasolo   P179	-16.95	178.75
6473	V7861C	01-Jan-1982	30-Sep-1987	90	Nauria-Ra P192	-17.6	178.15
3575	E94743	01-Jan-1968	30-Sep-1987	90	Patea Hospital	-39.753	174.474
6478	V7870B	01-Mar-1982	30-Sep-1987	90	Rewasau Pa087	-17.717	178.067
6565	V8804D	01-Jan-1962	30-Sep-1987	90	Savura H/Works Pa005	-18.05	178.45
6592	V8814G	01-Apr-1965	30-Sep-1987	90	Tamavua Ws Off. Pa019	-18.1	178.45
1538	B75251	01-May-1901	30-Sep-1987	90	Turua	-37.24	175.565
6338	V6973C	01-Jan-1982	30-Sep-1987	90	Urata Hts. P150	-16.717	179.333
6456	V7840B	01-Nov-1983	30-Sep-1987	90	Vatukacevaceva Pa207	-17.417	178.083
6294	V6937A	01-Jan-1982	30-Sep-1987	90	Vitina  P151	-16.317	179.717
6482	V7870F	01-May-1982	30-Sep-1987	90	Wainaka Pa133	-17.783	178.033
6387	V7765C	01-Dec-1983	30-Sep-1987	80	Abaca Ba Pa209	-17.667	177.533
6601	V8820B	01-Jun-1972	30-Sep-1987	80	Deuba Treat Pa083	-18.25	178.05
5979	J61003	01-Jan-1987	30-Sep-1987	80	Kiribati, Bikenibeu	1.35	173.083
6425	V7779C	01-Aug-1967	30-Sep-1987	80	Koro - Ba P038	-17.7	177.917
6550	V8728C	01-Jan-1982	30-Sep-1987	80	Korovisilou  P170	-18.25	177.883
6529	V78931	01-Mar-1967	30-Sep-1987	80	Nabukaluka Pa039	-17.983	178.333
6512	V7882B	01-Mar-1972	30-Sep-1987	80	Naitauvoli P078	-17.817	178.233
6448	V7796A	01-Mar-1982	30-Sep-1987	80	Nalebaleba Pa027	-17.95	177.683
6371	V7758B	01-Mar-1982	30-Sep-1987	80	Namonamo-Ba Pa185  5	-17.583	177.883
6266	V6878A	01-Jan-1982	30-Sep-1987	80	Namuavoivoi-Buapa071	-16.717	178.8
6319	V6953D	01-Feb-1985	30-Sep-1987	80	Soquru  Pa215	-16.55	179.35
6400	V7769I	01-Feb-1982	30-Sep-1987	80	Taunabe Ba Pa194	-17.617	177.95
6335	V6970C	01-Jan-1984	30-Sep-1987	80	Vatuvonu P202	-16.733	179.067
6447	V7795A	01-Mar-1982	30-Sep-1987	80	Vunamoli - Ba Pa081	-17.95	177.5
6515	V7883A	01-Jan-1935	30-Sep-1987	80	Vunidawa Pa085	-17.817	178.333
6557	V8801D	01-Jan-1980	30-Sep-1987	80	Wainitakoto Pa159	-18.017	178.15
6509	V7881C	01-Aug-1980	30-Sep-1987	80	Waitabu P165	-17.8	178.167
6609	W6650A	01-Jan-1910	30-Sep-1987	80	Waiyevo-Taveuni Pa145	-16.8	-179.983
6356	V77491	01-Jan-1938	30-Sep-1987	80	Yaqara - Ra	-17.433	177.983
6548	V8718B	01-Sep-1980	30-Sep-1987	70	Delaivolosa Pa167	-18.183	177.85
6256	V68581	01-Jan-1977	30-Sep-1987	70	Dreketi Climat Pa048	-16.583	178.85
6270	V6887A	01-Jan-1982	30-Sep-1987	70	Driti - Bua P044	-16.883	178.717
6314	V6952B	01-Jan-1982	30-Sep-1987	70	Gata Creek H/W Pa161	-16.567	179.25
6439	V77873	01-Jan-1976	30-Sep-1987	70	Keiyasi Pa090	-17.883	177.767
6644	W6783B	01-Dec-1976	30-Sep-1987	70	Koro/Nabuna  Pa107	-17.267	179.4
6520	V7885C	01-Nov-1971	30-Sep-1987	70	Korovou H/C P074	-17.8	178.533
6307	V6944A	01-Jan-1959	30-Sep-1987	70	Labasa D E Pa003	-16.433	179.417
6488	V7871A	01-Jan-1971	30-Sep-1987	70	Laselevu Pa059	-17.75	178.133
6446	V7794B	01-Jun-1985	30-Sep-1987	70	Masivou Ba  Pa223	-17.9	177.467
6326	V6962A	01-Jan-1982	30-Sep-1987	70	Nabalebale Hc Pa109	-16.667	179.267
6309	V6945A	01-Jan-1982	30-Sep-1987	70	Nadogo Pa149	-16.433	179.583
6393	V7769B	01-Mar-1982	30-Sep-1987	70	Nagatagata P036	-17.683	177.933
6466	V7853A	01-Mar-1982	30-Sep-1987	70	Namarai-Ra P099	-17.517	178.367
6559	V8801F	01-Mar-1982	30-Sep-1987	70	Naqaralase P174	-18.05	178.117
6434	V7785A	01-Mar-1982	30-Sep-1987	70	Navu/Solovi Rd Pa122	-17.85	177.517
6427	V7779F	01-Jan-1985	30-Sep-1987	70	Qalinaolo Ba  Pa221	-17.717	177.983
6611	W6650K	01-Jan-1982	30-Sep-1987	70	Qeleni Rd Pa128	-16.767	-179.883
6584	V8811D	01-Dec-1972	30-Sep-1987	70	Sakisa   Pa089	-18.117	178.183
6486	V7870J	01-Mar-1985	30-Sep-1987	70	Wainabaca  Pa222	-17.733	178.017
6586	V8812B	01-Dec-1978	30-Sep-1987	70	Wainaboro Pa137	-18.117	178.267
6524	V7891A	01-Jan-1980	30-Sep-1987	70	Wainitotoeueu  Pa160	-17.983	178.133
6263	V6869A	01-Jan-1982	30-Sep-1987	60	Benuca - Bua Pa095	-16.667	178.9
6610	W6650J	01-Apr-1982	30-Sep-1987	60	De Voux Peak Pa110	-16.85	-179.967
6476	V7864A	01-Mar-1974	30-Sep-1987	60	Delaikado P096	-17.633	178.483
6318	V6953C	01-Aug-1978	30-Sep-1987	60	Delaikoro Pa061	-16.583	179.317
6395	V7769D	01-Apr-1982	30-Sep-1987	60	Lewa Village Ba P069	-17.633	177.933
6334	V6970B	01-Jan-1984	30-Sep-1987	60	Mt Kasi Pa201	-16.767	179.033
6451	V7799A	01-Mar-1982	30-Sep-1987	60	Nakoro - Navosa P067	-17.95	177.9
6316	V6953A	01-Sep-1959	30-Sep-1987	60	Nakoroutari Pa009	-16.533	179.383
6327	V6962B	01-Apr-1979	30-Sep-1987	60	Narara T.I.R. Pa144	-16.633	179.2
6471	V7861A	01-Feb-1979	30-Sep-1987	60	Nubumakita P143	-17.65	178.15
6325	V6961A	01-Jul-1973	30-Sep-1987	60	Saivou-Macuata Pa091	-16.6	179.15
6475	V7863B	01-Dec-1976	30-Sep-1987	60	Soa-Ra P106	-17.65	178.367
6320	V6954B	01-Jan-1982	30-Sep-1987	50	Colo-I-Dewala Pa146	-16.55	179.45
6493	V7874A	01-Nov-1971	30-Sep-1987	50	Dakuivuna Sch P073	-17.783	178.433
6513	V7882C	01-Sep-1980	30-Sep-1987	50	Nacau  Pa169	-17.833	178.25
6613	W6650M	01-Jan-1982	30-Sep-1987	50	Naibili Pa176	-16.783	-179.967
6328	V6962C	01-Feb-1985	30-Sep-1987	50	Nasogocaucau   Pa217	-16.617	179.283
6526	V7892A	01-Jun-1979	30-Sep-1987	50	Sovi Gorge  Pa142	-17.917	178.267
6567	V8804F	01-Apr-1972	30-Sep-1987	50	Waibau P077	-18	178.417
6523	V7890A	01-Jun-1979	30-Sep-1987	50	Wainimakutu P147	-17.967	178.083
6273	V6887D	01-Mar-1983	30-Sep-1987	40	Driti Hill Bua Pa204	-16.883	178.733
6321	V6954C	01-Feb-1985	30-Sep-1987	40	Lovo  Pa216	-16.567	179.433
6506	V7880I	01-Mar-1982	30-Sep-1987	40	Nabilabila P164	-17.8	178.05
6585	V8812A	01-Nov-1948	30-Sep-1987	40	Nabukavesi Pa072	-18.167	178.25
6555	V8801B	01-Apr-1967	30-Sep-1987	40	Namosi Sec. Sch.Pa011	-18.033	178.133
6578	V8810A	01-Jun-1967	30-Sep-1987	40	Namuamua Agric. Pa033	-18.1	178.067
6274	V6888A	01-Jan-1982	30-Sep-1987	40	Navakasali-Bua P180	-16.8	178.883
6525	V7891B	01-Mar-1985	30-Sep-1987	40	Sovi-1-Wainavobo	-17.933	178.15
6514	V7882D	01-May-1985	30-Sep-1987	40	Sovi-3-Waibasaga	-17.883	178.2
6527	V7892B	01-Mar-1985	30-Sep-1987	40	Sovi-4-Wainavobo	-17.967	178.217
6373	V7759C	01-Mar-1982	30-Sep-1987	40	Waikubukubu P188	-17.55	177.95
6583	V8811C	01-Nov-1964	30-Sep-1987	40	Wainikavika H/W Pa017	-18.167	178.133
6579	V8810B	01-Jan-1982	30-Sep-1987	40	Wainikavou Pa129	-18.183	178.033
6445	V7794A	01-Feb-1984	30-Sep-1987	30	Masi Ba P206	-17.9	177.45
6495	V7875C	01-Jan-1982	30-Sep-1987	30	Naititi-Tailevu Paigo	-17.717	178.517
6508	V7881B	01-Jan-1971	30-Sep-1987	20	Waibasaga P064	-17.8	178.117
6580	V8810C	01-Jan-1982	30-Sep-1987	20	Waibogi Pa177	-18.117	178
6563	V8803A	01-Jan-1982	30-Sep-1987	20	Wainiura  Pa178	-18.067	178.333
6510	V7881D	01-Mar-1985	30-Sep-1987	10	Sovi-2-Wainivalau	-17.883	178.15
6566	V8804E	01-Mar-1965	30-Sep-1987	10	Wailoku H/Works P022	-18.083	178.433
6369	V77574	01-Jan-1945	31-Aug-1987	100	Varavu - Ba	-17.517	177.7
6545	V8717A	01-Sep-1982	31-Aug-1987	90	Cabe Pa171	-18.117	177.717
4234	G13201	01-Dec-1913	31-Aug-1987	90	Harakeke	-41.224	173.01
6341	V6974C	01-Jan-1982	31-Aug-1987	90	Lau Creek H/W P138	-16.75	179.4
6587	V88131	01-Jan-1979	31-Aug-1987	90	Naboro Prison Farm	-18.133	178.3
6329	V6967B	01-Jan-1982	31-Aug-1987	90	Navonu P162	-16.683	179.733
4334	G13596	01-Jan-1960	31-Aug-1987	80	Beneagle	-41.583	173.933
6538	V87141	01-Jan-1949	31-Aug-1987	80	Cuvu - Nadroga	-18.133	177.433
6367	V77572	01-Jan-1938	31-Aug-1987	80	Koronubu - Ba	-17.583	177.733
6379	V77642	01-Jan-1925	31-Aug-1987	80	Lautoka/Lovu - Ba	-17.6	177.483
6533	V87031	01-Jan-1930	31-Aug-1987	80	Lomawai - Nadroga	-18.033	177.317
6363	V77562	01-Jan-1938	31-Aug-1987	80	Mota - Ba	-17.583	177.683
6542	V87153	01-Jan-1941	31-Aug-1987	80	Olosara - Nadroga	-18.15	177.5
6546	V8717B	01-Mar-1982	31-Aug-1987	80	Rewarani   Pa187	-18.117	177.75
6535	V8707B	01-Mar-1982	31-Aug-1987	80	Tuvutau   Pa186	-18.083	177.75
6407	V77746	01-Jan-1941	31-Aug-1987	70	Legalega Sector - Ba	-17.767	177.483
6310	V6945B	01-Jan-1982	31-Aug-1987	70	Nayarabale P168	-16.467	179.533
6433	V77844	01-Jan-1979	31-Aug-1987	70	Qeleloa - Ba	-17.817	177.417
6355	V77482	01-Jan-1948	31-Aug-1987	70	Tagitagi - Ba	-17.45	177.8
3687	E95783	01-Jul-1971	31-Aug-1987	70	Taihape,Kahui	-39.703	175.864
6354	V77481	01-Jan-1938	31-Aug-1987	70	Tavua - Ba	-17.45	177.883
6636	W6780C	01-Nov-1982	31-Aug-1987	70	Waitovu Ovalau P196	-17.667	178.817
5001	H40283	01-Nov-1958	31-Aug-1987	60	Albury	-44.233	170.872
2452	D05892	01-Dec-1969	31-Aug-1987	60	Bideford,Maringi Rd	-40.799	175.923
6357	V77551	01-Jan-1925	31-Aug-1987	60	Drasa - Ba	-17.583	177.533
6402	V77741	01-Jan-1930	31-Aug-1987	60	Meigunyah - Ba	-17.783	177.467
6406	V77745	01-Jan-1946	31-Aug-1987	60	Navakai - Ba	-17.783	177.417
6368	V77573	01-Jan-1938	31-Aug-1987	60	Navatu - Ba	-17.533	177
6554	V8800A	01-Jan-1982	31-Aug-1987	60	Saliadrau  P181	-18.017	178.083
6615	W66502	01-Jan-1913	31-Aug-1987	60	Salialevu-Taveuni	-16.967	180
6366	V77571	01-Jan-1938	31-Aug-1987	60	Veisaru - Ba	-17.55	177.733
6404	V77743	01-Jan-1940	31-Aug-1987	60	Waqadra - Ba	-17.767	177.45
6403	V77742	01-Jan-1936	31-Aug-1987	40	Natova - Ba	-17.733	177.467
6472	V7861B	01-Jan-1982	31-Aug-1987	40	Nukulau-Ra Pa191	-17.65	178.133
1001	A42461	01-Jul-1919	31-Jul-1987	100	Cape Reinga	-34.431	172.679
6306	V69436	01-Jan-1979	31-Jul-1987	100	Korowiri - Macuata	-16.45	179.367
6408	V77747	01-Jan-1977	31-Jul-1987	100	Legalega Research	-17.75	177.467
1034	A53081	01-Jun-1964	31-Jul-1987	100	Matauri Bay	-35.037	173.891
3610	E95402	01-Aug-1984	31-Jul-1987	100	Pipiriki 2	-39.48	175.04
4177	G12382	01-Jan-1979	31-Jul-1987	100	Tapawera, Golden Downs	-41.392	172.807
6605	V8831A	01-Jun-1977	31-Jul-1987	90	Beqa/Rukua Ht P126	-18.383	178.117
6342	V6974D	01-Jan-1982	31-Jul-1987	90	Savuloaloa H/W Pa152	-16.75	179.417
5767	I68132	01-Feb-1963	31-Jul-1987	90	Winton,Forest Hill	-46.166	168.364
2485	D06011	01-Jun-1968	31-Jul-1987	80	Apiti Track	-40.086	176.122
6343	V6974E	01-May-1983	31-Jul-1987	80	Bucalevu P203	-16.717	179.45
4759	H31854	01-May-1960	31-Jul-1987	80	Lismore	-43.885	171.518
6547	V8718A	01-Jun-1967	31-Jul-1987	80	Nabukelevu Pa034	-18.133	177.867
6619	W66506	01-Jan-1939	31-Jul-1987	70	Bucalevu - Taveuni	-16.783	-179.983
6421	V7777B	01-Oct-1982	31-Jul-1987	70	Nagado-Ba P198	-17.717	177.75
6460	V7850A	01-Apr-1982	31-Jul-1987	70	Nasaiyani-Ra P065	-17.5	178
3560	E94527	01-Jan-1979	31-Jul-1987	70	Okaiawa No.2	-39.553	174.199
2618	D15123	01-May-1962	31-Jul-1987	70	Rimutaka Summit	-41.115	175.23
6297	V69412	01-Jan-1958	31-Jul-1987	70	Seaqaqa - Agric	-16.483	179.133
6573	V88053	01-Jan-1950	31-Jul-1987	60	Koronivia Research	-18.05	178.533
1918	B87351	01-Sep-1939	31-Jul-1987	60	Matawai	-38.359	177.533
1852	B86681	01-Jan-1966	31-Jul-1987	60	Tarapounamu	-38.617	176.867
6503	V7880F	01-Oct-1982	31-Jul-1987	50	Wailutu P148	-17.833	178.017
6556	V8801C	01-Feb-1978	31-Jul-1987	50	Waisoi Camp Pa105	-18	178.167
3323	E05908	01-May-1980	31-Jul-1987	40	Paraparaumu,Valroa	-40.941	175.01
6271	V6887B	01-Jan-1982	31-Jul-1987	10	Wairimatutu P046	-16.85	178.7
1820	B86471	01-Sep-1932	30-Jun-1987	100	Murupara	-38.459	176.695
1846	B86612	01-Dec-1961	30-Jun-1987	100	Wairakei Research Stn	-38.617	176.11
1398	A64681	01-Jan-1975	30-Jun-1987	90	Army Bay	-36.604	174.81
6261	V68673	01-Jan-1979	30-Jun-1987	90	Lekutu Pine - Bua	-16.683	178.733
3195	E05171	01-Apr-1949	30-Jun-1987	90	Te Awa	-40.136	175.786
1576	B75662	01-Dec-1951	30-Jun-1987	90	Waitoa, No7 Road	-37.594	175.6
6429	V7784B	01-Jan-1954	30-Jun-1987	80	Vatutu Pump Pa013	-17.817	177.45
6374	V77591	01-Jan-1910	30-Jun-1987	70	Nadarivatu - Ba	-17.567	177.95
6558	V8801E	01-Jan-1982	30-Jun-1987	70	Waibolei P173	-18.017	178.15
6436	V77861	01-Jan-1961	30-Jun-1987	60	Nausori Highland - Ba	-17.817	177.617
1512	B65751	01-Jan-1945	30-Jun-1987	40	Coromandel P.O.	-36.76	175.497
6453	V7831B	01-Jan-1930	30-Jun-1987	40	Vaileka Depot Pa056	-17.383	178.167
5456	I58092	01-Nov-1984	31-May-1987	100	Gibbston Nevis Bluff	-45.041	168.979
6360	V77554	01-Jan-1978	31-May-1987	100	Lololo Pine-Ba	-17.567	177.583
6654	W69700	01-Jan-1951	31-May-1987	100	Matuku-Lau	-19.133	179.733
6444	V77932	01-Jan-1979	31-May-1987	100	Nabou Pine - Nadroga	-17.967	177.317
6604	V88212	01-Jan-1931	31-May-1987	100	Navua/Tamanoa Pa001	-18.217	178.167
6656	W69900	01-Jan-1943	31-May-1987	100	Ono-I-Lau	-20.667	-178.717
6629	W67600	01-Dec-1985	31-May-1987	100	Vanua Balavu - Lau	-17.233	-178.95
6625	W67000	01-Jan-1979	31-May-1987	100	Viwa Is. - Ba	-17.15	176.917
5395	I50911	01-Jun-1961	31-May-1987	90	Henley	-45.98	170.169
4757	H31852	01-Jan-1947	31-May-1987	90	Valetta A	-43.89	171.59
2845	D87921	01-Jan-1947	31-May-1987	90	Waiau,Hillcrest	-38.932	177.285
6457	V78401	01-Jan-1979	31-May-1987	80	Drauniivi Pine - Ra	-17.417	178
2603	D15043	01-Mar-1979	31-May-1987	80	Greytown 1	-41.085	175.452
6637	W67800	01-Jan-1910	31-May-1987	80	Levuka-Lomaiviti	-17.683	178.833
1421	A64861	01-Jan-1924	31-May-1987	70	Auckland, Henderson	-36.878	174.63
6375	V77592	01-Jan-1957	31-May-1987	70	Koro-0 Ba	-17.583	177.95
6593	V88141	01-Jan-1884	31-May-1987	70	Suva/Govt. House	-18.15	178.433
6372	V77581	01-May-1936	31-May-1987	70	Vatukoula - Ba	-17.5	177.867
6536	V87071	01-Jul-1980	31-May-1987	70	Yalavou Cattle Scheme	-18.017	177.7
6443	V77931	01-Jun-1967	31-May-1987	60	Nawaicoba - Nadroga	-17.933	177.367
6622	W66509	01-Aug-1981	31-May-1987	60	Tutu/Wairiki-Taveuni	-16.817	179.983
6494	V7875B	01-Nov-1978	31-May-1987	20	Naivicula P141	-17.75	178.5
1058	A53193	01-Sep-1984	30-Apr-1987	100	Kerikeri Downs 2	-35.179	173.935
6614	W66500	01-Aug-1956	30-Apr-1987	100	Matei Airfield, W66500	-16.683	-179.867
2974	D96471	01-Jan-1907	30-Apr-1987	100	Rissington	-39.443	176.716
6608	W66000	01-Jan-1950	30-Apr-1987	100	Yasawa-I-Rara	-16.7	177.583
6311	V69501	01-Oct-1980	30-Apr-1987	90	Batiri Citrus Farm	-16.583	179.05
6431	V77841	01-Jan-1910	30-Apr-1987	90	Navo - Ba	-17.817	177.4
2244	C85711	01-Jun-1931	30-Apr-1987	90	Ongarue	-38.748	175.18
4140	F66161	01-Feb-1879	30-Apr-1987	90	Puysegur Point	-46.158	166.611
6345	V69742	01-Jul-1962	30-Apr-1987	90	Wainigata	-16.783	179.467
3382	E1427H	01-Jan-1980	30-Apr-1987	80	Wellington High, D Pk	-41.263	174.784
3147	E04993	01-May-1985	30-Apr-1987	70	Paraparaumu Edr	-40.905	174.982
5424	I57483	01-Sep-1985	30-Apr-1987	70	Whitestone,The Key 2	-45.498	167.842
6522	V78852	01-Jan-1958	30-Apr-1987	50	Fulton College	-17.833	178.55
3577	E94745	01-May-1982	30-Apr-1987	30	Patea Aws	-39.756	174.472
1027	A53024	01-Mar-1967	31-Mar-1987	100	Aupouri Forest	-35.013	173.196
4322	G13581	01-Jan-1941	31-Mar-1987	100	Blenheim Aero	-41.52	173.872
6640	W67804	01-May-1984	31-Mar-1987	100	Cawaci / Ovalau	-17.633	178.817
5790	I68252	01-Jul-1935	31-Mar-1987	100	Hokonui Forest	-46.21	168.583
3623	E95451	01-Oct-1927	31-Mar-1987	100	Karioi 2	-39.476	175.514
4215	G13103	01-Oct-1986	31-Mar-1987	100	Motueka N.Z.F.S.	-41.118	173.01
1333	A64212	01-Sep-1980	31-Mar-1987	100	Pouto	-36.331	174.105
1405	A64751	01-Jan-1928	31-Mar-1987	100	Riverhead Forest	-36.766	174.579
3531	E94332	01-Sep-1892	31-Mar-1987	100	Stratford, N.Z.E.D.	-39.337	174.319
5695	I60021	01-Jan-1965	31-Mar-1987	100	Taieri Mouth	-46.077	170.193
2329	C94262	01-May-1955	31-Mar-1987	100	Te Wera Forest	-39.229	174.599
2902	D88503	01-Feb-1974	31-Mar-1987	100	Waimata Valley	-38.512	178.044
5754	I68051	01-Jan-1945	31-Mar-1987	90	Lora	-46.022	168.551
6432	V77843	01-Jan-1979	31-Mar-1987	80	Malolo - Ba	-17.817	177.4
6474	V7863A	01-Mar-1934	31-Mar-1987	80	Nayavu Depot Pa084	-17.683	178.367
1716	B85181	01-Dec-1917	31-Mar-1987	80	Putaruru,Lichfield	-38.13	175.827
6464	V78521	01-Jul-1937	31-Mar-1987	60	Dobuilevu - Ra Pa140	-17.567	178.25
6655	W6971A	01-Mar-1983	31-Mar-1987	40	Moala/Maloku Pa108	-18.583	179.9
3046	D96773	01-Jul-1977	31-Mar-1987	40	Paki Paki Nursery	-39.7	176.796
1849	B86661	01-Nov-1971	31-Mar-1987	40	Taupiri Trig	-38.6	176.65
4109	F47771	01-Jan-1982	31-Mar-1987	30	Dumpling Hut	-44.77	167.764
5680	I59842	01-Dec-1939	28-Feb-1987	100	Beaumont N.Z.F.S.	-45.864	169.484
5392	I50901	01-Nov-1947	28-Feb-1987	100	Berwick Forest	-45.971	170.074
4044	F30153	01-Apr-1965	28-Feb-1987	100	Harihari N.Z.F.S.	-43.144	170.553
5761	I68102	01-Oct-1949	28-Feb-1987	100	Otautau N.Z.F.S.	-46.164	168.005
2874	D88133	01-Jul-1985	28-Feb-1987	100	Tokomaru Bay N.Z.F.S.	-38.136	178.31
1834	B86551	01-Sep-1932	28-Feb-1987	100	Wairapukao Forest	-38.535	176.571
3716	E95903	01-Sep-1970	28-Feb-1987	100	Wanganui Aero	-39.96287	175.02564
3222	E05273	01-Jun-1973	28-Feb-1987	90	Feilding Valley Road	-40.205	175.707
6643	W67826	01-Mar-1984	28-Feb-1987	90	Makogai / Nasau	-17.467	178.967
2738	D87284	01-Jul-1963	28-Feb-1987	90	Mangatu Forest	-38.281	177.848
2962	D96382	01-Oct-1951	28-Feb-1987	90	Tangoio	-39.298	176.876
4797	H32073	01-Jan-1973	28-Feb-1987	90	Waipara	-43.066	172.754
2842	D87881	01-Jan-1978	28-Feb-1987	70	Wharerata Forest	-38.883	177.876
6312	V69511	01-Oct-1959	28-Feb-1987	60	Seaqaqa Forestry	-16.55	179.15
1373	A64462	01-Apr-1952	28-Feb-1987	60	Warkworth M.W.D.	-36.395	174.654
2920	D96171	01-Nov-1958	28-Feb-1987	50	Taraponui	-39.169	176.778
1668	B76984	01-Jul-1970	31-Jan-1987	80	Edgecumbe Dairy Co	-37.98	176.834
4068	F30401	01-Apr-1928	31-Jan-1987	40	Fox Glacier M.W.D.	-43.468	170.017
5780	I68192	01-Oct-1971	31-Dec-1986	100	Gore,Grasslands D.S.I.R.	-46.115	168.892
2392	D05561	01-Jan-1954	31-Dec-1986	100	Hukanui	-40.583	175.665
6575	V88055	01-Feb-1985	31-Dec-1986	100	Lakena Tailevu	-18.017	178.55
2559	D06362	01-Jun-1960	31-Dec-1986	100	Porongahau,Glebelands	-40.305	176.624
3944	F21351	01-Sep-1965	31-Dec-1986	90	Atarau	-42.333	171.503
3362	E14188	01-Jan-1983	31-Dec-1986	90	Whitby	-41.109	174.882
3873	F12831	01-Aug-1946	31-Dec-1986	80	Murchison M.W.D.	-41.804	172.326
6582	V8811B	01-Nov-1964	31-Dec-1986	70	Navua Reservoir P016	-18.183	178.15
2170	C84891	01-Jan-1918	31-Dec-1986	70	Ohura	-38.843	174.983
3646	E95562	01-Apr-1962	31-Dec-1986	70	Taihape Cozens	-39.533	175.679
3374	E14261	01-Aug-1971	31-Dec-1986	50	Makara South	-41.308	174.684
2358	C95171	01-Oct-1958	31-Dec-1986	30	Desert Road Tearooms	-39.194	175.756
3497	E93271	01-Jan-1930	30-Nov-1986	100	Cape Egmont	-39.278	173.754
2689	D15631	01-Jan-1930	30-Nov-1986	100	Cape Palliser	-41.614	175.292
2269	C85973	01-May-1979	30-Nov-1986	100	Pukawa	-38.919	175.741
2960	D96371	01-Jan-1953	30-Nov-1986	60	Glengarry Stn	-39.306	176.719
6114	J84307	01-Sep-1979	30-Nov-1986	50	Ci Raro Pue	-21.2	-159.75
5350	I50761	01-Jul-1967	31-Oct-1986	90	Warrington	-45.714	170.594
6467	V7853B	01-Jan-1976	31-Oct-1986	80	Mataso F School P098	-17.5	178.3
3672	E95691	01-Apr-1961	31-Oct-1986	80	Pukeokahu, Rakaunui	-39.63	175.951
2085	C75510	01-Dec-1980	31-Oct-1986	60	Huntly N.Z.E.D.	-37.544	175.147
6461	V7851A	01-Mar-1972	31-Oct-1986	60	Naraviravi-Ra Pa082	-17.533	178.117
1338	A64271	01-Jun-1968	31-Oct-1986	60	Pakiri School	-36.268	174.726
4253	G13271	01-Apr-1928	31-Oct-1986	50	Havelock	-41.282	173.765
2365	C95253	01-Jul-1982	31-Oct-1986	20	Ruapehu,Hut Flat	-39.244	175.56
3525	E94313	01-Jan-1963	30-Sep-1986	100	Stratford Mtn House	-39.311	174.122
1585	B75772	01-Sep-1983	30-Sep-1986	100	Waharoa 2	-37.759	175.776
3417	E1429Q	01-Aug-1961	30-Sep-1986	90	Eastbourne, Days Bay	-41.284	174.907
6572	V88052	01-Jan-1931	30-Sep-1986	90	Nasinu Approved Sch.	-18.067	178.5
6092	J82206	01-May-1984	30-Sep-1986	70	Niue, Lakepa	-19	-169.8
6616	W66503	01-Jan-1920	30-Sep-1986	60	Vatuwiri-Taveuni	-16.933	179.9
4423	G14721	01-Oct-1873	31-Aug-1986	100	Cape Campbell	-41.731	174.274
2017	C74394	01-Aug-1982	31-Aug-1986	100	Pukekawa, Logan Rd	-37.357	174.966
5804	I68362	01-Apr-1971	31-Aug-1986	100	Woodlands	-46.371	168.594
1948	C64981	01-Jan-1952	31-Jul-1986	100	Auckland,Otara	-36.956	174.872
1198	A54201	01-Nov-1962	31-Jul-1986	100	Waitangi Forest	-35.258	174.071
4896	H32663	01-Aug-1983	31-Jul-1986	90	Quail Island	-43.631	172.695
4648	H31163	01-May-1985	31-Jul-1986	90	Ski Basin Edl	-43.129	171.682
4545	H23431	01-Apr-1951	31-Jul-1986	80	Flax Hills	-42.47	173.352
2093	C75611	01-Jan-1913	31-Jul-1986	80	Ngaruawahia	-37.665	175.142
5236	I49841	01-Jan-1902	31-Jul-1986	80	Tarras	-44.834	169.427
1369	A64423	01-Oct-1982	31-Jul-1986	60	Kaipara, S Head	-36.434	174.233
4647	H31162	01-Jul-1966	31-Jul-1986	50	Ski Basin	-43.129	171.682
6569	V88043	01-Jan-1966	31-Jul-1986	30	Colo-I-Suva Forest	-18.05	178.45
5661	I59693	01-Nov-1981	30-Jun-1986	100	Deep Stream M.A.F.	-45.684	169.978
4933	H32822	01-Sep-1981	30-Jun-1986	100	Southbridge,St James	-43.818	172.254
5830	I68632	01-Apr-1949	30-Jun-1986	100	Stirling Point	-46.614	168.357
5088	H41411	01-Nov-1949	30-Jun-1986	90	Adair	-44.433	171.165
6635	W67610	01-Jan-1928	30-Jun-1986	90	Mago Is. - Lau	-17.433	-179.133
3223	E05282	01-Jan-1965	30-Jun-1986	80	Wharite Peak	-40.256	175.856
1890	B87142	01-Mar-1976	30-Jun-1986	40	Pakihi Stn	-38.125	177.423
5532	I59062	01-Aug-1981	31-May-1986	100	Lauder Pel	-45.041	169.686
4260	G13301	01-Sep-1960	31-May-1986	100	Moutere Hills	-41.359	173.075
4848	H32542	01-Jan-1978	31-May-1986	100	Templeton	-43.549	172.463
